gameid,datacompleteness,league,year,playoffs,date,game,patch,participantid,side,position,teamname,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,team kpm,ckpm,damagetochampions,dpm,damagetakenperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,goldspent,monsterkills
LOLTMNT02_28870,complete,ESLOL,2024,0,23/01/2024 20:03,1,14.01,5,Blue,sup,SNOOZE Esports,1936,0,0,3,7,11,13,0.3409,0.7438,3052,94.5868,439.6798,41,1.2707,8,0.2479,6,78,2.4174,6759,2534,78.5331,6250,0
LOLTMNT02_28870,complete,ESLOL,2024,0,23/01/2024 20:03,1,14.01,6,Red,top,Myth Esports,1936,1,2,2,7,13,11,0.4029,0.7438,15248,472.562,529.6178,14,0.4339,6,0.186,3,35,1.0847,11545,7320,226.8595,10675,0
LOLTMNT02_28870,complete,ESLOL,2024,0,23/01/2024 20:03,1,14.01,7,Red,jng,Myth Esports,1936,1,1,4,6,13,11,0.4029,0.7438,8556,265.1653,950.7025,7,0.2169,4,0.124,6,26,0.8058,9993,5768,178.7603,8950,165
LOLTMNT02_28870,complete,ESLOL,2024,0,23/01/2024 20:03,1,14.01,8,Red,mid,Myth Esports,1936,1,5,1,7,13,11,0.4029,0.7438,18596,576.3223,325.0723,11,0.3409,4,0.124,3,44,1.3636,13582,9357,289.9897,12075,7
LOLTMNT02_28870,complete,ESLOL,2024,0,23/01/2024 20:03,1,14.01,9,Red,bot,Myth Esports,1936,1,3,1,10,13,11,0.4029,0.7438,11154,345.6818,185.5475,31,0.9607,15,0.4649,6,74,2.2934,11644,7419,229.9277,9950,4
LOLTMNT02_28870,complete,ESLOL,2024,0,23/01/2024 20:03,1,14.01,10,Red,sup,Myth Esports,1936,1,2,3,11,13,11,0.4029,0.7438,13196,408.9669,369.4525,34,1.0537,12,0.3719,3,84,2.6033,13171,8946,277.2521,11475,0
LOLTMNT02_28870,complete,ESLOL,2024,0,23/01/2024 20:03,1,14.01,100,Blue,team,SNOOZE Esports,1936,0,11,13,31,11,13,0.3409,0.7438,51314,1590.3099,2934.0186,86,2.6653,28,0.8678,33,219,6.7872,52671,31546,977.6653,50541,209
LOLTMNT02_28870,complete,ESLOL,2024,0,23/01/2024 20:03,1,14.01,200,Red,team,Myth Esports,1936,1,13,11,41,13,11,0.4029,0.7438,66750,2068.6983,2360.3926,97,3.0062,41,1.2707,21,263,8.1508,59935,38810,1202.7893,53125,176
LOLTMNT02_27884,complete,GLL,2024,0,23/01/2024 20:22,1,14.01,1,Blue,top,WLGaming Esports,1595,0,1,2,1,3,18,0.1129,0.79,10557,397.1285,735.4984,12,0.4514,2,0.0752,4,28,1.0533,9376,5847,219.9498,9250,4
LOLTMNT02_27884,complete,GLL,2024,0,23/01/2024 20:22,1,14.01,2,Blue,jng,WLGaming Esports,1595,0,1,5,1,3,18,0.1129,0.79,7369,277.2038,1060.4389,9,0.3386,8,0.3009,9,37,1.3918,8693,5164,194.2571,8625,134
LOLTMNT02_27884,complete,GLL,2024,0,23/01/2024 20:22,1,14.01,3,Blue,mid,WLGaming Esports,1595,0,1,5,1,3,18,0.1129,0.79,5799,218.1442,449.2665,8,0.3009,1,0.0376,0,14,0.5266,9758,6229,234.3197,9000,1
LOLTMNT02_27884,complete,GLL,2024,0,23/01/2024 20:22,1,14.01,4,Blue,bot,WLGaming Esports,1595,0,0,3,1,3,18,0.1129,0.79,9561,359.6614,372.1129,6,0.2257,5,0.1881,2,19,0.7147,9672,6143,231.0846,8450,0
LOLTMNT02_27884,complete,GLL,2024,0,23/01/2024 20:22,1,14.01,5,Blue,sup,WLGaming Esports,1595,0,0,3,0,3,18,0.1129,0.79,2914,109.6176,405.1034,28,1.0533,5,0.1881,6,64,2.4075,5855,2326,87.4984,5370,0
LOLTMNT02_27884,complete,GLL,2024,0,23/01/2024 20:22,1,14.01,6,Red,top,Anorthosis Famagusta Esports,1595,1,4,0,5,18,3,0.6771,0.79,10290,387.0846,562.9467,11,0.4138,2,0.0752,2,20,0.7524,11344,7815,293.9812,9700,0
LOLTMNT02_27884,complete,GLL,2024,0,23/01/2024 20:22,1,14.01,7,Red,jng,Anorthosis Famagusta Esports,1595,1,7,2,5,18,3,0.6771,0.79,12479,469.4295,1019.2853,9,0.3386,6,0.2257,9,33,1.2414,11066,7537,283.5235,10275,153
LOLTMNT02_27884,complete,GLL,2024,0,23/01/2024 20:22,1,14.01,8,Red,mid,Anorthosis Famagusta Esports,1595,1,1,1,12,18,3,0.6771,0.79,11171,420.2257,404.6897,7,0.2633,2,0.0752,4,19,0.7147,11230,7701,289.6928,10300,4
LOLTMNT02_27884,complete,GLL,2024,0,23/01/2024 20:22,1,14.01,9,Red,bot,Anorthosis Famagusta Esports,1595,1,5,0,5,18,3,0.6771,0.79,18295,688.2132,259.0345,12,0.4514,4,0.1505,7,28,1.0533,12580,9051,340.4765,10325,8
LOLTMNT02_27884,complete,GLL,2024,0,23/01/2024 20:22,1,14.01,10,Red,sup,Anorthosis Famagusta Esports,1595,1,1,0,13,18,3,0.6771,0.79,4217,158.6332,272.0502,30,1.1285,11,0.4138,5,66,2.4828,7497,3968,149.2665,5775,0
LOLTMNT02_27884,complete,GLL,2024,0,23/01/2024 20:22,1,14.01,100,Blue,team,WLGaming Esports,1595,0,3,18,4,3,18,0.1129,0.79,36200,1361.7555,3022.4201,63,2.3699,21,0.79,21,162,6.094,43354,25707,967.0345,40695,139
LOLTMNT02_27884,complete,GLL,2024,0,23/01/2024 20:22,1,14.01,200,Red,team,Anorthosis Famagusta Esports,1595,1,18,3,40,18,3,0.6771,0.79,56452,2123.5862,2518.0063,69,2.5956,25,0.9404,27,166,6.2445,53717,36070,1356.8652,46375,165
LOLTMNT04_20057,complete,UL,2024,0,23/01/2024 20:36,1,14.01,1,Blue,top,Orbit Anonymo Esports,1815,1,2,2,3,14,7,0.4628,0.6942,15646,517.2231,673.2562,11,0.3636,2,0.0661,1,24,0.7934,12472,8494,280.7934,11658,12
LOLTMNT04_20057,complete,UL,2024,0,23/01/2024 20:36,1,14.01,2,Blue,jng,Orbit Anonymo Esports,1815,1,2,2,5,14,7,0.4628,0.6942,4139,136.8264,634.5785,7,0.2314,16,0.5289,5,52,1.719,10365,6387,211.1405,9425,166
LOLTMNT04_20057,complete,UL,2024,0,23/01/2024 20:36,1,14.01,3,Blue,mid,Orbit Anonymo Esports,1815,1,4,1,8,14,7,0.4628,0.6942,23879,789.3884,514.6777,13,0.4298,4,0.1322,6,29,0.9587,14565,10587,349.9835,13450,17
LOLTMNT04_20057,complete,UL,2024,0,23/01/2024 20:36,1,14.01,4,Blue,bot,Orbit Anonymo Esports,1815,1,5,1,3,14,7,0.4628,0.6942,24842,821.2231,623.6694,9,0.2975,9,0.2975,2,28,0.9256,13343,9365,309.5868,10700,32
LOLTMNT04_20057,complete,UL,2024,0,23/01/2024 20:36,1,14.01,5,Blue,sup,Orbit Anonymo Esports,1815,1,1,1,12,14,7,0.4628,0.6942,5623,185.8843,291.5702,48,1.5868,7,0.2314,12,98,3.2397,8415,4437,146.6777,7300,0
LOLTMNT04_20057,complete,UL,2024,0,23/01/2024 20:36,1,14.01,6,Red,top,Back2TheGame,1815,0,0,4,3,7,14,0.2314,0.6942,12325,407.438,826.5124,13,0.4298,0,0.0,5,25,0.8264,9326,5348,176.7934,8125,0
LOLTMNT04_20057,complete,UL,2024,0,23/01/2024 20:36,1,14.01,7,Red,jng,Back2TheGame,1815,0,2,2,4,7,14,0.2314,0.6942,6354,210.0496,978.8099,7,0.2314,13,0.4298,9,42,1.3884,9140,5162,170.6446,9125,132
LOLTMNT04_20057,complete,UL,2024,0,23/01/2024 20:36,1,14.01,8,Red,mid,Back2TheGame,1815,0,3,2,1,7,14,0.2314,0.6942,15232,503.5372,507.6364,14,0.4628,5,0.1653,5,28,0.9256,13434,9456,312.595,11025,0
LOLTMNT04_20057,complete,UL,2024,0,23/01/2024 20:36,1,14.01,9,Red,bot,Back2TheGame,1815,0,1,2,3,7,14,0.2314,0.6942,15383,508.5289,424.595,10,0.3306,5,0.1653,3,22,0.7273,11648,7670,253.5537,11475,8
LOLTMNT04_20057,complete,UL,2024,0,23/01/2024 20:36,1,14.01,10,Red,sup,Back2TheGame,1815,0,1,4,6,7,14,0.2314,0.6942,6403,211.6694,539.5372,35,1.157,6,0.1983,6,73,2.4132,7763,3785,125.124,7250,0
LOLTMNT04_20057,complete,UL,2024,0,23/01/2024 20:36,1,14.01,100,Blue,team,Orbit Anonymo Esports,1815,1,14,7,31,14,7,0.4628,0.6942,74129,2450.5455,2737.7521,88,2.9091,38,1.2562,26,231,7.6364,59160,39269,1298.1488,52533,227
LOLTMNT04_20057,complete,UL,2024,0,23/01/2024 20:36,1,14.01,200,Red,team,Back2TheGame,1815,0,7,14,17,7,14,0.2314,0.6942,55697,1841.2231,3277.0909,79,2.6116,29,0.9587,28,190,6.281,51311,31420,1038.6777,47000,140
LOLTMNT02_27906,complete,ESLOL,2024,0,23/01/2024 21:12,1,14.01,1,Blue,top,Dynasty,2236,0,0,2,4,15,17,0.4025,0.8587,10024,268.9803,1142.2004,12,0.322,3,0.0805,0,33,0.8855,11949,7112,190.8408,11700,8
LOLTMNT02_27906,complete,ESLOL,2024,0,23/01/2024 21:12,1,14.01,2,Blue,jng,Dynasty,2236,0,1,2,8,15,17,0.4025,0.8587,5884,157.8891,873.703,10,0.2683,8,0.2147,8,45,1.2075,11538,6701,179.8122,10700,164
LOLTMNT02_27906,complete,ESLOL,2024,0,23/01/2024 21:12,1,14.01,3,Blue,mid,Dynasty,2236,0,6,5,4,15,17,0.4025,0.8587,24895,668.0233,608.0233,12,0.322,12,0.322,0,42,1.127,16901,12064,323.7209,16750,14
LOLTMNT02_27906,complete,ESLOL,2024,0,23/01/2024 21:12,1,14.01,4,Blue,bot,Dynasty,2236,0,8,3,4,15,17,0.4025,0.8587,21394,574.0787,400.5993,13,0.3488,5,0.1342,2,29,0.7782,16457,11620,311.8068,16150,8
LOLTMNT02_27906,complete,ESLOL,2024,0,23/01/2024 21:12,1,14.01,5,Blue,sup,Dynasty,2236,0,0,5,9,15,17,0.4025,0.8587,9394,252.0751,452.9785,74,1.9857,19,0.5098,12,139,3.7299,9729,4892,131.2701,8850,0
LOLTMNT02_27906,complete,ESLOL,2024,0,23/01/2024 21:12,1,14.01,6,Red,top,mCon esports,2236,1,7,0,9,17,15,0.4562,0.8587,29615,794.678,527.7102,7,0.1878,4,0.1073,3,24,0.644,21061,16224,435.3488,18325,24
LOLTMNT02_27906,complete,ESLOL,2024,0,23/01/2024 21:12,1,14.01,7,Red,jng,mCon esports,2236,1,0,4,15,17,15,0.4562,0.8587,5850,156.9767,535.2236,6,0.161,11,0.2952,1,33,0.8855,11300,6463,173.4258,10775,169
LOLTMNT02_27906,complete,ESLOL,2024,0,23/01/2024 21:12,1,14.01,8,Red,mid,mCon esports,2236,1,3,2,6,17,15,0.4562,0.8587,33862,908.6404,436.3685,10,0.2683,2,0.0537,3,17,0.4562,14674,9837,263.9624,14535,8
LOLTMNT02_27906,complete,ESLOL,2024,0,23/01/2024 21:12,1,14.01,9,Red,bot,mCon esports,2236,1,4,4,9,17,15,0.4562,0.8587,19255,516.6816,365.5277,18,0.483,6,0.161,9,43,1.1538,14313,9476,254.2755,14075,10
LOLTMNT02_27906,complete,ESLOL,2024,0,23/01/2024 21:12,1,14.01,10,Red,sup,mCon esports,2236,1,3,5,8,17,15,0.4562,0.8587,11312,303.542,441.8426,88,2.3614,27,0.7245,14,170,4.5617,10738,5901,158.3453,8750,0
LOLTMNT02_27906,complete,ESLOL,2024,0,23/01/2024 21:12,1,14.01,100,Blue,team,Dynasty,2236,0,15,17,29,15,17,0.4025,0.8587,71591,1921.0465,3477.5045,121,3.2469,47,1.2612,22,288,7.7281,66574,42389,1137.4508,64150,194
LOLTMNT02_27906,complete,ESLOL,2024,0,23/01/2024 21:12,1,14.01,200,Red,team,mCon esports,2236,1,17,15,47,17,15,0.4562,0.8587,99894,2680.5188,2306.6726,129,3.4615,50,1.3417,30,287,7.7013,72086,47901,1285.3578,66460,211
LOLTMNT01_35686,complete,LLA,2024,0,23/01/2024 22:07,1,14.01,1,Blue,top,Movistar R7,1991,1,4,2,4,10,4,0.3014,0.4219,22676,683.3551,834.1537,14,0.4219,6,0.1808,7,42,1.2657,16398,12061,363.4656,15408,4
LOLTMNT01_35686,complete,LLA,2024,0,23/01/2024 22:07,1,14.01,2,Blue,jng,Movistar R7,1991,1,0,1,4,10,4,0.3014,0.4219,4567,137.6293,616.3335,16,0.4822,6,0.1808,13,47,1.4164,9685,5348,161.1652,8775,154
LOLTMNT01_35686,complete,LLA,2024,0,23/01/2024 22:07,1,14.01,3,Blue,mid,Movistar R7,1991,1,2,1,3,10,4,0.3014,0.4219,11188,337.1572,344.6007,21,0.6328,6,0.1808,11,55,1.6575,14591,10254,309.0105,13275,28
LOLTMNT01_35686,complete,LLA,2024,0,23/01/2024 22:07,1,14.01,4,Blue,bot,Movistar R7,1991,1,4,0,2,10,4,0.3014,0.4219,10425,314.1637,274.4751,19,0.5726,15,0.452,6,57,1.7177,15702,11365,342.4912,14150,37
LOLTMNT01_35686,complete,LLA,2024,0,23/01/2024 22:07,1,14.01,5,Blue,sup,Movistar R7,1991,1,0,0,7,10,4,0.3014,0.4219,3147,94.8368,93.6313,50,1.5068,20,0.6027,15,119,3.5861,8322,3985,120.0904,7325,0
LOLTMNT01_35686,complete,LLA,2024,0,23/01/2024 22:07,1,14.01,6,Red,top,INFINITY,1991,0,0,4,3,4,10,0.1205,0.4219,12996,391.6424,672.0241,9,0.2712,3,0.0904,4,23,0.6931,11468,7131,214.897,11190,6
LOLTMNT01_35686,complete,LLA,2024,0,23/01/2024 22:07,1,14.01,7,Red,jng,INFINITY,1991,0,0,1,1,4,10,0.1205,0.4219,3464,104.3898,628.1165,14,0.4219,18,0.5424,12,54,1.6273,9492,5155,155.3491,8700,159
LOLTMNT01_35686,complete,LLA,2024,0,23/01/2024 22:07,1,14.01,8,Red,mid,INFINITY,1991,0,4,3,0,4,10,0.1205,0.4219,13247,399.2064,523.3049,15,0.452,6,0.1808,6,35,1.0547,12794,8457,254.8569,12600,0
LOLTMNT01_35686,complete,LLA,2024,0,23/01/2024 22:07,1,14.01,9,Red,bot,INFINITY,1991,0,0,1,0,4,10,0.1205,0.4219,10687,322.0593,300.0,16,0.4822,9,0.2712,6,47,1.4164,13390,9053,272.8177,13150,3
LOLTMNT01_35686,complete,LLA,2024,0,23/01/2024 22:07,1,14.01,10,Red,sup,INFINITY,1991,0,0,1,1,4,10,0.1205,0.4219,1286,38.7544,209.4425,56,1.6876,8,0.2411,13,96,2.893,7198,2861,86.218,6875,0
LOLTMNT01_35686,complete,LLA,2024,0,23/01/2024 22:07,1,14.01,100,Blue,team,Movistar R7,1991,1,10,4,20,10,4,0.3014,0.4219,52003,1567.1421,2163.1944,120,3.6163,53,1.5972,52,320,9.6434,64698,43012,1296.1929,58933,223
LOLTMNT01_35686,complete,LLA,2024,0,23/01/2024 22:07,1,14.01,200,Red,team,INFINITY,1991,0,4,10,5,4,10,0.1205,0.4219,41680,1256.0522,2332.888,110,3.3149,44,1.326,41,255,7.6846,54342,32656,984.1085,52515,168
LOLTMNT01_35693,complete,LLA,2024,0,23/01/2024 23:00,2,14.01,1,Blue,top,INFINITY,1775,0,1,3,1,4,11,0.1352,0.507,20244,684.3042,937.0141,12,0.4056,2,0.0676,3,26,0.8789,10372,6475,218.8732,8225,0
LOLTMNT01_35693,complete,LLA,2024,0,23/01/2024 23:00,2,14.01,2,Blue,jng,INFINITY,1775,0,0,3,4,4,11,0.1352,0.507,4434,149.8817,773.9493,8,0.2704,12,0.4056,7,40,1.3521,8057,4160,140.6197,6825,125
LOLTMNT01_35693,complete,LLA,2024,0,23/01/2024 23:00,2,14.01,3,Blue,mid,INFINITY,1775,0,2,2,2,4,11,0.1352,0.507,22819,771.3465,555.0761,8,0.2704,1,0.0338,2,14,0.4732,11572,7675,259.4366,11650,20
LOLTMNT01_35693,complete,LLA,2024,0,23/01/2024 23:00,2,14.01,4,Blue,bot,INFINITY,1775,0,1,2,2,4,11,0.1352,0.507,12196,412.2592,539.9662,11,0.3718,16,0.5408,7,48,1.6225,12086,8189,276.8113,11125,8
LOLTMNT01_35693,complete,LLA,2024,0,23/01/2024 23:00,2,14.01,5,Blue,sup,INFINITY,1775,0,0,1,3,4,11,0.1352,0.507,3545,119.831,299.1211,47,1.5887,6,0.2028,9,84,2.8394,6670,2773,93.7352,5925,0
LOLTMNT01_35693,complete,LLA,2024,0,23/01/2024 23:00,2,14.01,6,Red,top,Movistar R7,1775,1,3,1,2,11,4,0.3718,0.507,24991,844.7662,1248.4056,10,0.338,8,0.2704,7,33,1.1155,13268,9371,316.7662,12375,0
LOLTMNT01_35693,complete,LLA,2024,0,23/01/2024 23:00,2,14.01,7,Red,jng,Movistar R7,1775,1,0,1,7,11,4,0.3718,0.507,5886,198.9634,688.8,7,0.2366,4,0.1352,5,30,1.0141,8876,4979,168.3042,8275,134
LOLTMNT01_35693,complete,LLA,2024,0,23/01/2024 23:00,2,14.01,8,Red,mid,Movistar R7,1775,1,4,1,3,11,4,0.3718,0.507,17575,594.0845,560.1127,14,0.4732,8,0.2704,5,37,1.2507,13916,10019,338.6704,12075,32
LOLTMNT01_35693,complete,LLA,2024,0,23/01/2024 23:00,2,14.01,9,Red,bot,Movistar R7,1775,1,3,1,4,11,4,0.3718,0.507,19512,659.5606,446.8056,28,0.9465,9,0.3042,1,61,2.062,12598,8701,294.1183,12275,12
LOLTMNT01_35693,complete,LLA,2024,0,23/01/2024 23:00,2,14.01,10,Red,sup,Movistar R7,1775,1,1,0,8,11,4,0.3718,0.507,3397,114.8282,307.2,48,1.6225,7,0.2366,11,89,3.0085,8395,4498,152.0451,7075,0
LOLTMNT01_35693,complete,LLA,2024,0,23/01/2024 23:00,2,14.01,100,Blue,team,INFINITY,1775,0,4,11,12,4,11,0.1352,0.507,63238,2137.6225,3105.1268,86,2.907,37,1.2507,28,212,7.1662,48757,29274,989.5437,43750,153
LOLTMNT01_35693,complete,LLA,2024,0,23/01/2024 23:00,2,14.01,200,Red,team,Movistar R7,1775,1,11,4,24,11,4,0.3718,0.507,71361,2412.2028,3251.3239,107,3.6169,36,1.2169,29,250,8.4507,57053,37570,1269.9718,52075,178
LOLTMNT01_35704,complete,LLA,2024,0,23/01/2024 23:57,1,14.01,1,Blue,top,Estral Esports,2619,1,2,2,1,9,8,0.2062,0.3895,15021,344.1237,960.7789,17,0.3895,6,0.1375,10,50,1.1455,14817,9199,210.7446,12800,12
LOLTMNT01_35704,complete,LLA,2024,0,23/01/2024 23:57,1,14.01,2,Blue,jng,Estral Esports,2619,1,2,3,7,9,8,0.2062,0.3895,22741,520.9851,751.6609,15,0.3436,23,0.5269,9,87,1.9931,14685,9067,207.7205,12525,260
LOLTMNT01_35704,complete,LLA,2024,0,23/01/2024 23:57,1,14.01,3,Blue,mid,Estral Esports,2619,1,1,0,5,9,8,0.2062,0.3895,27476,629.4616,692.669,7,0.1604,17,0.3895,5,55,1.26,19655,14037,321.5808,18345,12
LOLTMNT01_35704,complete,LLA,2024,0,23/01/2024 23:57,1,14.01,4,Blue,bot,Estral Esports,2619,1,4,2,4,9,8,0.2062,0.3895,31409,719.5647,285.5212,19,0.4353,25,0.5727,6,75,1.7182,20190,14572,333.8373,17900,22
LOLTMNT01_35704,complete,LLA,2024,0,23/01/2024 23:57,1,14.01,5,Blue,sup,Estral Esports,2619,1,0,1,9,9,8,0.2062,0.3895,3920,89.8053,214.5017,64,1.4662,11,0.252,16,127,2.9095,9880,4262,97.6403,8400,0
LOLTMNT01_35704,complete,LLA,2024,0,23/01/2024 23:57,1,14.01,6,Red,top,Leviatan,2619,0,1,2,0,8,9,0.1833,0.3895,10562,241.9702,806.9874,12,0.2749,9,0.2062,8,46,1.0538,14431,8813,201.9015,13300,8
LOLTMNT01_35704,complete,LLA,2024,0,23/01/2024 23:57,1,14.01,7,Red,jng,Leviatan,2619,0,0,2,4,8,9,0.1833,0.3895,12327,282.4055,955.3952,20,0.4582,9,0.2062,16,64,1.4662,11561,5943,136.1512,11100,171
LOLTMNT01_35704,complete,LLA,2024,0,23/01/2024 23:57,1,14.01,8,Red,mid,Leviatan,2619,0,1,1,2,8,9,0.1833,0.3895,28970,663.6884,607.6289,23,0.5269,5,0.1145,9,52,1.1913,16519,10901,249.7365,16225,28
LOLTMNT01_35704,complete,LLA,2024,0,23/01/2024 23:57,1,14.01,9,Red,bot,Leviatan,2619,0,4,3,3,8,9,0.1833,0.3895,34464,789.5533,468.8202,25,0.5727,12,0.2749,8,65,1.4891,20685,15067,345.1775,18300,27
LOLTMNT01_35704,complete,LLA,2024,0,23/01/2024 23:57,1,14.01,10,Red,sup,Leviatan,2619,0,2,1,5,8,9,0.1833,0.3895,3632,83.2073,370.1718,85,1.9473,28,0.6415,23,187,4.2841,11331,5713,130.882,10825,0
LOLTMNT01_35704,complete,LLA,2024,0,23/01/2024 23:57,1,14.01,100,Blue,team,Estral Esports,2619,1,9,8,26,9,8,0.2062,0.3895,100567,2303.9404,2905.1317,122,2.795,82,1.8786,46,394,9.0263,79227,51135,1171.4777,69970,306
LOLTMNT01_35704,complete,LLA,2024,0,23/01/2024 23:57,1,14.01,200,Red,team,Leviatan,2619,0,8,9,14,8,9,0.1833,0.3895,89955,2060.8247,3209.0034,165,3.7801,63,1.4433,64,414,9.4845,74527,46435,1063.803,69750,234
LOLTMNT01_34691,complete,LLA,2024,0,24/01/2024 01:24,2,14.01,1,Blue,top,Estral Esports,1594,1,3,3,5,12,5,0.4517,0.6399,23873,898.6073,1112.2585,12,0.4517,3,0.1129,4,23,0.8657,12177,8650,325.596,11783,6
LOLTMNT01_34691,complete,LLA,2024,0,24/01/2024 01:24,2,14.01,2,Blue,jng,Estral Esports,1594,1,2,1,7,12,5,0.4517,0.6399,7606,286.2986,826.5997,7,0.2635,10,0.3764,6,34,1.2798,9199,5672,213.5006,6350,126
LOLTMNT01_34691,complete,LLA,2024,0,24/01/2024 01:24,2,14.01,3,Blue,mid,Estral Esports,1594,1,0,0,6,12,5,0.4517,0.6399,12265,461.6688,823.212,12,0.4517,2,0.0753,3,31,1.1669,10724,7197,270.9034,8775,8
LOLTMNT01_34691,complete,LLA,2024,0,24/01/2024 01:24,2,14.01,4,Blue,bot,Estral Esports,1594,1,5,0,3,12,5,0.4517,0.6399,15244,573.8018,382.1706,12,0.4517,14,0.527,7,43,1.6186,13723,10196,383.7892,10525,8
LOLTMNT01_34691,complete,LLA,2024,0,24/01/2024 01:24,2,14.01,5,Blue,sup,Estral Esports,1594,1,2,1,6,12,5,0.4517,0.6399,5024,189.1092,261.192,34,1.2798,5,0.1882,8,71,2.6725,7835,4308,162.1581,6000,0
LOLTMNT01_34691,complete,LLA,2024,0,24/01/2024 01:24,2,14.01,6,Red,top,Leviatan,1594,0,2,3,1,5,12,0.1882,0.6399,12746,479.7742,1000.8783,12,0.4517,3,0.1129,4,25,0.941,9194,5667,213.3124,8550,0
LOLTMNT01_34691,complete,LLA,2024,0,24/01/2024 01:24,2,14.01,7,Red,jng,Leviatan,1594,0,0,3,2,5,12,0.1882,0.6399,5833,219.5609,1138.9837,11,0.4141,7,0.2635,8,38,1.4304,7411,3884,146.1982,7100,119
LOLTMNT01_34691,complete,LLA,2024,0,24/01/2024 01:24,2,14.01,8,Red,mid,Leviatan,1594,0,2,2,1,5,12,0.1882,0.6399,18778,706.8256,451.0916,11,0.4141,3,0.1129,3,32,1.2045,9667,6140,231.1167,9075,4
LOLTMNT01_34691,complete,LLA,2024,0,24/01/2024 01:24,2,14.01,9,Red,bot,Leviatan,1594,0,1,4,1,5,12,0.1882,0.6399,11004,414.2033,506.6499,13,0.4893,6,0.2258,3,29,1.0916,8902,5375,202.3212,8875,4
LOLTMNT01_34691,complete,LLA,2024,0,24/01/2024 01:24,2,14.01,10,Red,sup,Leviatan,1594,0,0,0,3,5,12,0.1882,0.6399,2880,108.4065,197.9548,45,1.6939,5,0.1882,12,78,2.936,5695,2168,81.606,5650,0
LOLTMNT01_34691,complete,LLA,2024,0,24/01/2024 01:24,2,14.01,100,Blue,team,Estral Esports,1594,1,12,5,27,12,5,0.4517,0.6399,64012,2409.4856,3405.4329,77,2.8984,34,1.2798,28,202,7.6035,53658,36021,1355.872,43433,148
LOLTMNT01_34691,complete,LLA,2024,0,24/01/2024 01:24,2,14.01,200,Red,team,Leviatan,1594,0,5,12,8,5,12,0.1882,0.6399,51241,1928.7704,3295.5583,92,3.463,24,0.9034,30,202,7.6035,40869,23232,874.4793,39250,127
LOLTMNT02_29043,complete,LCK,2024,0,24/01/2024 08:06,1,14.01,1,Blue,top,FearX,1926,0,1,2,2,4,15,0.1246,0.5919,15126,471.215,889.1277,12,0.3738,7,0.2181,7,43,1.3396,12010,7805,243.1464,11408,26
LOLTMNT02_29043,complete,LCK,2024,0,24/01/2024 08:06,1,14.01,2,Blue,jng,FearX,1926,0,0,5,0,4,15,0.1246,0.5919,5133,159.9065,985.514,15,0.4673,17,0.5296,12,66,2.0561,9316,5111,159.2212,8933,162
LOLTMNT02_29043,complete,LCK,2024,0,24/01/2024 08:06,1,14.01,3,Blue,mid,FearX,1926,0,0,2,2,4,15,0.1246,0.5919,14451,450.1869,564.6106,32,0.9969,12,0.3738,9,48,1.4953,12599,8394,261.4953,12325,0
LOLTMNT02_29043,complete,LCK,2024,0,24/01/2024 08:06,1,14.01,4,Blue,bot,FearX,1926,0,3,2,1,4,15,0.1246,0.5919,16777,522.648,397.5389,42,1.3084,20,0.6231,4,97,3.0218,12224,8019,249.8131,11600,6
LOLTMNT02_29043,complete,LCK,2024,0,24/01/2024 08:06,1,14.01,5,Blue,sup,FearX,1926,0,0,4,1,4,15,0.1246,0.5919,3431,106.8847,660.3738,35,1.0903,7,0.2181,10,67,2.0872,8889,4684,145.919,8880,0
LOLTMNT02_29043,complete,LCK,2024,0,24/01/2024 08:06,1,14.01,6,Red,top,Hanwha Life Esports,1926,1,1,0,10,15,4,0.4673,0.5919,17016,530.0935,748.7539,13,0.405,13,0.405,9,45,1.4019,11361,7156,222.9283,10525,8
LOLTMNT02_29043,complete,LCK,2024,0,24/01/2024 08:06,1,14.01,7,Red,jng,Hanwha Life Esports,1926,1,2,1,7,15,4,0.4673,0.5919,6403,199.4704,764.9844,11,0.3427,19,0.5919,7,50,1.5576,10429,6224,193.8941,9525,169
LOLTMNT02_29043,complete,LCK,2024,0,24/01/2024 08:06,1,14.01,8,Red,mid,Hanwha Life Esports,1926,1,3,1,6,15,4,0.4673,0.5919,26861,836.7913,359.19,19,0.5919,11,0.3427,7,46,1.433,14753,10548,328.5981,14925,16
LOLTMNT02_29043,complete,LCK,2024,0,24/01/2024 08:06,1,14.01,9,Red,bot,Hanwha Life Esports,1926,1,8,1,3,15,4,0.4673,0.5919,23958,746.3551,462.1184,43,1.3396,20,0.6231,6,93,2.8972,14445,10240,319.0031,13050,12
LOLTMNT02_29043,complete,LCK,2024,0,24/01/2024 08:06,1,14.01,10,Red,sup,Hanwha Life Esports,1926,1,1,1,12,15,4,0.4673,0.5919,8395,261.5265,214.5794,48,1.4953,18,0.5607,11,97,3.0218,8876,4671,145.514,7975,0
LOLTMNT02_29043,complete,LCK,2024,0,24/01/2024 08:06,1,14.01,100,Blue,team,FearX,1926,0,4,15,6,4,15,0.1246,0.5919,54918,1710.8411,3497.1651,136,4.2368,63,1.9626,42,321,10.0,55038,34015,1059.6573,53146,194
