gameid,datacompleteness,league,year,playoffs,date,game,patch,participantid,side,position,teamname,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,team kpm,ckpm,damagetochampions,dpm,damagetakenperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,goldspent,monsterkills
10660-10660_game_1,partial,DCup,2023,0,01/01/2024 05:13,1,13.24,1,Blue,top,LNG Esports,1886,0,1,3,1,3,16,0.0954,0.6045,7092,225.6204,564.1463,14,0.4454,4,0.1273,5,24,0.7635,11083,6960,221.421,10784,23
10660-10660_game_1,partial,DCup,2023,0,01/01/2024 05:13,1,13.24,2,Blue,jng,LNG Esports,1886,0,0,4,3,3,16,0.0954,0.6045,7361,234.1782,847.4761,10,0.3181,12,0.3818,10,39,1.2407,8636,4513,143.5737,8840,139
10660-10660_game_1,partial,DCup,2023,0,01/01/2024 05:13,1,13.24,3,Blue,mid,LNG Esports,1886,0,0,2,0,3,16,0.0954,0.6045,10005,318.2927,432.2163,4,0.1273,8,0.2545,2,31,0.9862,10743,6620,210.6045,10594,1
10660-10660_game_1,partial,DCup,2023,0,01/01/2024 05:13,1,13.24,4,Blue,bot,LNG Esports,1886,0,2,4,0,3,16,0.0954,0.6045,10892,346.5111,491.4528,22,0.6999,13,0.4136,4,44,1.3998,12224,8101,257.72,11119,4
10660-10660_game_1,partial,DCup,2023,0,01/01/2024 05:13,1,13.24,5,Blue,sup,LNG Esports,1886,0,0,3,3,3,16,0.0954,0.6045,6451,205.228,239.7137,47,1.4952,22,0.6999,12,111,3.5313,7221,3098,98.5578,6175,0
10660-10660_game_1,partial,DCup,2023,0,01/01/2024 05:13,1,13.24,6,Red,top,Rare Atom,1886,1,4,0,6,16,3,0.509,0.6045,14049,446.9459,228.8971,11,0.3499,3,0.0954,5,26,0.8271,13378,9255,294.4327,11179,38
10660-10660_game_1,partial,DCup,2023,0,01/01/2024 05:13,1,13.24,7,Red,jng,Rare Atom,1886,1,1,0,12,16,3,0.509,0.6045,3945,125.5037,591.0286,14,0.4454,8,0.2545,11,49,1.5589,10590,6467,205.737,9455,157
10660-10660_game_1,partial,DCup,2023,0,01/01/2024 05:13,1,13.24,8,Red,mid,Rare Atom,1886,1,4,0,7,16,3,0.509,0.6045,14917,474.5599,444.1145,10,0.3181,14,0.4454,8,44,1.3998,14603,10480,333.404,12643,10
10660-10660_game_1,partial,DCup,2023,0,01/01/2024 05:13,1,13.24,9,Red,bot,Rare Atom,1886,1,7,1,5,16,3,0.509,0.6045,19516,620.8696,268.5684,11,0.3499,14,0.4454,7,41,1.3043,15021,10898,346.702,13820,9
10660-10660_game_1,partial,DCup,2023,0,01/01/2024 05:13,1,13.24,10,Red,sup,Rare Atom,1886,1,0,2,13,16,3,0.509,0.6045,4516,143.6691,384.4327,76,2.4178,10,0.3181,25,117,3.7222,8145,4022,127.9533,7110,0
10660-10660_game_1,partial,DCup,2023,0,01/01/2024 05:13,1,13.24,100,Blue,team,LNG Esports,1886,0,3,16,7,3,16,0.0954,0.6045,41801,1329.8303,2574.9735,97,3.0859,59,1.877,33,250,7.9533,49907,29292,931.877,47512,167
10660-10660_game_1,partial,DCup,2023,0,01/01/2024 05:13,1,13.24,200,Red,team,Rare Atom,1886,1,16,3,43,16,3,0.509,0.6045,56942,1811.5164,1917.0414,122,3.8812,49,1.5589,56,277,8.8123,61737,41122,1308.2291,54207,213
10660-10660_game_2,partial,DCup,2023,0,01/01/2024 06:03,2,13.24,1,Blue,top,LNG Esports,1911,0,2,3,0,3,17,0.0942,0.6279,18034,566.2166,470.8634,10,0.314,0,0.0,6,24,0.7535,11757,7583,238.0848,11560,13
10660-10660_game_2,partial,DCup,2023,0,01/01/2024 06:03,2,13.24,2,Blue,jng,LNG Esports,1911,0,0,5,2,3,17,0.0942,0.6279,3100,97.3312,700.8477,11,0.3454,13,0.4082,12,49,1.5385,9526,5352,168.0377,9310,149
10660-10660_game_2,partial,DCup,2023,0,01/01/2024 06:03,2,13.24,3,Blue,mid,LNG Esports,1911,0,1,4,2,3,17,0.0942,0.6279,11376,357.1743,529.4819,7,0.2198,9,0.2826,3,31,0.9733,9855,5681,178.3673,9210,4
10660-10660_game_2,partial,DCup,2023,0,01/01/2024 06:03,2,13.24,4,Blue,bot,LNG Esports,1911,0,0,2,2,3,17,0.0942,0.6279,16509,518.3359,348.1319,37,1.1617,23,0.7221,6,99,3.1083,8470,4296,134.8823,7350,0
10660-10660_game_2,partial,DCup,2023,0,01/01/2024 06:03,2,13.24,5,Blue,sup,LNG Esports,1911,0,0,3,2,3,17,0.0942,0.6279,5403,169.6389,490.2041,23,0.7221,2,0.0628,12,33,1.0361,9944,5770,181.1617,9300,0
10660-10660_game_2,partial,DCup,2023,0,01/01/2024 06:03,2,13.24,6,Red,top,Rare Atom,1911,1,6,0,3,17,3,0.5338,0.6279,12231,384.0188,622.1664,15,0.471,5,0.157,4,39,1.2245,13492,9318,292.5589,11434,22
10660-10660_game_2,partial,DCup,2023,0,01/01/2024 06:03,2,13.24,7,Red,jng,Rare Atom,1911,1,1,1,14,17,3,0.5338,0.6279,11406,358.1162,967.2527,13,0.4082,17,0.5338,10,63,1.978,11770,7596,238.4929,9825,160
10660-10660_game_2,partial,DCup,2023,0,01/01/2024 06:03,2,13.24,8,Red,mid,Rare Atom,1911,1,5,1,9,17,3,0.5338,0.6279,21309,669.0424,557.1115,12,0.3768,10,0.314,7,52,1.6327,15147,10973,344.5212,12867,9
10660-10660_game_2,partial,DCup,2023,0,01/01/2024 06:03,2,13.24,9,Red,bot,Rare Atom,1911,1,4,0,5,17,3,0.5338,0.6279,13767,432.2449,359.843,15,0.471,11,0.3454,8,40,1.2559,15309,11135,349.6075,13249,20
10660-10660_game_2,partial,DCup,2023,0,01/01/2024 06:03,2,13.24,10,Red,sup,Rare Atom,1911,1,1,1,11,17,3,0.5338,0.6279,4185,131.3972,472.2763,61,1.9152,13,0.4082,20,119,3.7363,7905,3731,117.1429,6450,0
10660-10660_game_2,partial,DCup,2023,0,01/01/2024 06:03,2,13.24,100,Blue,team,LNG Esports,1911,0,3,17,8,3,17,0.0942,0.6279,54422,1708.697,2539.529,88,2.763,47,1.4757,39,236,7.4097,49552,28682,900.5338,46730,166
10660-10660_game_2,partial,DCup,2023,0,01/01/2024 06:03,2,13.24,200,Red,team,Rare Atom,1911,1,17,3,42,17,3,0.5338,0.6279,62898,1974.8195,2978.6499,116,3.6421,56,1.7582,49,314,9.8587,63623,42753,1342.3234,53825,211
10660-10660_game_3,partial,DCup,2023,0,01/01/2024 06:54,3,13.24,1,Blue,top,LNG Esports,1324,1,2,0,5,21,3,0.9517,1.0876,10749,487.1148,687.4622,9,0.4079,1,0.0453,2,17,0.7704,9379,6402,290.1208,9035,8
10660-10660_game_3,partial,DCup,2023,0,01/01/2024 06:54,3,13.24,2,Blue,jng,LNG Esports,1324,1,6,1,7,21,3,0.9517,1.0876,8441,382.5227,808.4139,6,0.2719,13,0.5891,4,37,1.6767,10791,7814,354.1088,8405,137
10660-10660_game_3,partial,DCup,2023,0,01/01/2024 06:54,3,13.24,3,Blue,mid,LNG Esports,1324,1,8,0,8,21,3,0.9517,1.0876,17065,773.3384,375.997,3,0.136,7,0.3172,3,25,1.1329,11876,8899,403.2779,10364,1
10660-10660_game_3,partial,DCup,2023,0,01/01/2024 06:54,3,13.24,4,Blue,bot,LNG Esports,1324,1,3,0,4,21,3,0.9517,1.0876,12517,567.2356,254.003,8,0.3625,6,0.2719,4,24,1.0876,11532,8555,387.6888,8310,4
10660-10660_game_3,partial,DCup,2023,0,01/01/2024 06:54,3,13.24,5,Blue,sup,LNG Esports,1324,1,2,2,8,21,3,0.9517,1.0876,11861,537.5076,215.3927,34,1.5408,8,0.3625,10,60,2.719,7513,4536,205.5589,6185,2
10660-10660_game_3,partial,DCup,2023,0,01/01/2024 06:54,3,13.24,6,Red,top,Rare Atom,1324,0,0,3,0,3,21,0.136,1.0876,8300,376.1329,843.0816,8,0.3625,0,0.0,1,13,0.5891,6356,3379,153.1269,6120,9
10660-10660_game_3,partial,DCup,2023,0,01/01/2024 06:54,3,13.24,7,Red,jng,Rare Atom,1324,0,0,5,1,3,21,0.136,1.0876,3153,142.8852,951.2991,13,0.5891,4,0.1813,6,28,1.2689,5392,2415,109.4411,5270,74
10660-10660_game_3,partial,DCup,2023,0,01/01/2024 06:54,3,13.24,8,Red,mid,Rare Atom,1324,0,2,5,0,3,21,0.136,1.0876,13428,608.5196,635.9366,9,0.4079,1,0.0453,4,12,0.5438,7509,4532,205.3776,6690,4
10660-10660_game_3,partial,DCup,2023,0,01/01/2024 06:54,3,13.24,9,Red,bot,Rare Atom,1324,0,1,5,0,3,21,0.136,1.0876,5470,247.8852,640.423,9,0.4079,2,0.0906,3,17,0.7704,6791,3814,172.8399,6660,1
10660-10660_game_3,partial,DCup,2023,0,01/01/2024 06:54,3,13.24,10,Red,sup,Rare Atom,1324,0,0,3,2,3,21,0.136,1.0876,4268,193.4139,510.9063,36,1.6314,9,0.4079,12,65,2.9456,4662,1685,76.3595,4295,0
10660-10660_game_3,partial,DCup,2023,0,01/01/2024 06:54,3,13.24,100,Blue,team,LNG Esports,1324,1,21,3,32,21,3,0.9517,1.0876,60633,2747.719,2341.2236,60,2.719,35,1.5861,23,162,7.3414,51091,36208,1640.8459,42299,153
10660-10660_game_3,partial,DCup,2023,0,01/01/2024 06:54,3,13.24,200,Red,team,Rare Atom,1324,0,3,21,3,3,21,0.136,1.0876,34620,1568.8822,3581.6465,75,3.3988,16,0.7251,26,136,6.1631,30710,15827,717.2356,29035,88
10660-10660_game_4,partial,DCup,2023,0,01/01/2024 07:35,4,13.24,1,Blue,top,Rare Atom,2032,1,5,1,7,17,9,0.502,0.7677,20383,601.8602,277.5295,11,0.3248,7,0.2067,6,32,0.9449,14094,9673,285.6201,12170,12
10660-10660_game_4,partial,DCup,2023,0,01/01/2024 07:35,4,13.24,2,Blue,jng,Rare Atom,2032,1,2,2,11,17,9,0.502,0.7677,6941,204.9508,758.563,10,0.2953,16,0.4724,10,56,1.6535,12289,7868,232.3228,12070,159
10660-10660_game_4,partial,DCup,2023,0,01/01/2024 07:35,4,13.24,3,Blue,mid,Rare Atom,2032,1,1,2,4,17,9,0.502,0.7677,14731,434.9705,423.9862,19,0.561,10,0.2953,8,44,1.2992,13208,8787,259.4587,11559,32
10660-10660_game_4,partial,DCup,2023,0,01/01/2024 07:35,4,13.24,4,Blue,bot,Rare Atom,2032,1,8,2,7,17,9,0.502,0.7677,21457,633.5728,518.9173,13,0.3839,10,0.2953,5,31,0.9154,18650,14229,420.1476,15540,12
10660-10660_game_4,partial,DCup,2023,0,01/01/2024 07:35,4,13.24,5,Blue,sup,Rare Atom,2032,1,1,2,14,17,9,0.502,0.7677,4692,138.5433,286.8898,86,2.5394,14,0.4134,23,136,4.0157,8907,4486,132.4606,7615,0
10660-10660_game_4,partial,DCup,2023,0,01/01/2024 07:35,4,13.24,6,Red,top,LNG Esports,2032,0,1,3,2,9,17,0.2657,0.7677,10658,314.7047,730.7776,15,0.4429,6,0.1772,3,27,0.7972,11214,6793,200.5807,11150,12
10660-10660_game_4,partial,DCup,2023,0,01/01/2024 07:35,4,13.24,7,Red,jng,LNG Esports,2032,0,1,4,3,9,17,0.2657,0.7677,4595,135.6791,891.0531,11,0.3248,11,0.3248,11,33,0.9744,9508,5087,150.2067,9160,149
10660-10660_game_4,partial,DCup,2023,0,01/01/2024 07:35,4,13.24,8,Red,mid,LNG Esports,2032,0,4,3,4,9,17,0.2657,0.7677,19321,570.502,438.9272,13,0.3839,8,0.2362,3,33,0.9744,13705,9284,274.1339,13445,12
10660-10660_game_4,partial,DCup,2023,0,01/01/2024 07:35,4,13.24,9,Red,bot,LNG Esports,2032,0,0,4,6,9,17,0.2657,0.7677,8611,254.2618,388.1102,9,0.2657,6,0.1772,5,27,0.7972,12326,7905,233.4154,11785,16
10660-10660_game_4,partial,DCup,2023,0,01/01/2024 07:35,4,13.24,10,Red,sup,LNG Esports,2032,0,3,3,4,9,17,0.2657,0.7677,9986,294.8622,366.8799,58,1.7126,36,1.063,16,142,4.1929,9089,4668,137.8346,8940,2
10660-10660_game_4,partial,DCup,2023,0,01/01/2024 07:35,4,13.24,100,Blue,team,Rare Atom,2032,1,17,9,43,17,9,0.502,0.7677,68204,2013.8976,2265.8858,139,4.1043,57,1.6831,52,300,8.8583,67148,45044,1330.0394,58954,215
10660-10660_game_4,partial,DCup,2023,0,01/01/2024 07:35,4,13.24,200,Red,team,LNG Esports,2032,0,9,17,19,9,17,0.2657,0.7677,53170,1569.9803,2815.748,106,3.1299,67,1.9783,38,263,7.7657,55842,33738,996.2008,54480,192
10661-10661_game_1,partial,DCup,2023,0,01/01/2024 08:45,1,13.24,1,Blue,top,JD Gaming,2292,1,2,1,6,23,20,0.6021,1.1257,15763,412.644,1037.0942,12,0.3141,11,0.288,7,47,1.2304,14797,9846,257.7487,12369,29
10661-10661_game_1,partial,DCup,2023,0,01/01/2024 08:45,1,13.24,2,Blue,jng,JD Gaming,2292,1,4,5,8,23,20,0.6021,1.1257,22996,601.9895,1399.1099,18,0.4712,12,0.3141,15,64,1.6754,12853,7902,206.8586,12049,185
10661-10661_game_1,partial,DCup,2023,0,01/01/2024 08:45,1,13.24,3,Blue,mid,JD Gaming,2292,1,7,2,10,23,20,0.6021,1.1257,29929,783.4817,514.0314,19,0.4974,12,0.3141,5,52,1.3613,17546,12595,329.712,14564,24
10661-10661_game_1,partial,DCup,2023,0,01/01/2024 08:45,1,13.24,4,Blue,bot,JD Gaming,2292,1,10,4,5,23,20,0.6021,1.1257,41232,1079.3717,410.7592,44,1.1518,22,0.5759,5,96,2.5131,17659,12708,332.6702,16499,12
10661-10661_game_1,partial,DCup,2023,0,01/01/2024 08:45,1,13.24,5,Blue,sup,JD Gaming,2292,1,0,8,16,23,20,0.6021,1.1257,8967,234.7382,869.1623,71,1.8586,12,0.3141,22,124,3.2461,8957,4006,104.8691,8725,0
10661-10661_game_1,partial,DCup,2023,0,01/01/2024 08:45,1,13.24,6,Red,top,Top Esports,2292,0,6,4,4,20,23,0.5236,1.1257,26894,704.0314,1125.4712,12,0.3141,11,0.288,10,54,1.4136,14891,9940,260.2094,14625,27
10661-10661_game_1,partial,DCup,2023,0,01/01/2024 08:45,1,13.24,7,Red,jng,Top Esports,2292,0,2,7,11,20,23,0.5236,1.1257,17632,461.5707,1130.1047,21,0.5497,20,0.5236,12,73,1.911,12336,7385,193.3246,12034,183
10661-10661_game_1,partial,DCup,2023,0,01/01/2024 08:45,1,13.24,8,Red,mid,Top Esports,2292,0,7,3,5,20,23,0.5236,1.1257,34797,910.9162,411.0995,20,0.5236,8,0.2094,6,59,1.5445,14885,9934,260.0524,13689,5
10661-10661_game_1,partial,DCup,2023,0,01/01/2024 08:45,1,13.24,9,Red,bot,Top Esports,2292,0,2,5,10,20,23,0.5236,1.1257,36086,944.6597,698.8743,17,0.445,27,0.7068,6,60,1.5707,16095,11144,291.7277,15404,8
10661-10661_game_1,partial,DCup,2023,0,01/01/2024 08:45,1,13.24,10,Red,sup,Top Esports,2292,0,3,4,12,20,23,0.5236,1.1257,7659,200.4974,401.623,71,1.8586,16,0.4188,24,141,3.6911,9794,4843,126.7801,8805,0
10661-10661_game_1,partial,DCup,2023,0,01/01/2024 08:45,1,13.24,100,Blue,team,JD Gaming,2292,1,23,20,45,23,20,0.6021,1.1257,118887,3112.2251,4230.1309,164,4.2932,69,1.8063,54,383,10.0262,71812,47056,1231.8325,64206,250
10661-10661_game_1,partial,DCup,2023,0,01/01/2024 08:45,1,13.24,200,Red,team,Top Esports,2292,0,20,23,42,20,23,0.5236,1.1257,123068,3221.6754,3767.1728,141,3.6911,82,2.1466,58,387,10.1309,68001,43245,1132.0681,64557,223
10661-10661_game_2,partial,DCup,2023,0,01/01/2024 09:44,2,13.24,1,Blue,top,Top Esports,2238,1,8,1,3,22,8,0.5898,0.8043,25519,684.1555,556.0054,20,0.5362,4,0.1072,7,45,1.2064,17000,12159,325.9786,16034,19
10661-10661_game_2,partial,DCup,2023,0,01/01/2024 09:44,2,13.24,2,Blue,jng,Top Esports,2238,1,1,0,12,22,8,0.5898,0.8043,7598,203.6997,689.5442,16,0.429,24,0.6434,15,77,2.0643,12108,7267,194.8257,11654,153
10661-10661_game_2,partial,DCup,2023,0,01/01/2024 09:44,2,13.24,3,Blue,mid,Top Esports,2238,1,3,2,9,22,8,0.5898,0.8043,25946,695.6032,507.1046,8,0.2145,10,0.2681,1,35,0.9383,15950,11109,297.8284,15094,8
10661-10661_game_2,partial,DCup,2023,0,01/01/2024 09:44,2,13.24,4,Blue,bot,Top Esports,2238,1,9,5,7,22,8,0.5898,0.8043,32666,875.7641,585.1743,14,0.3753,24,0.6434,5,61,1.6354,18937,14096,377.9088,16799,16
10661-10661_game_2,partial,DCup,2023,0,01/01/2024 09:44,2,13.24,5,Blue,sup,Top Esports,2238,1,1,0,16,22,8,0.5898,0.8043,5345,143.2976,238.9544,59,1.5818,20,0.5362,16,133,3.5657,10329,5488,147.1314,9470,0
10661-10661_game_2,partial,DCup,2023,0,01/01/2024 09:44,2,13.24,6,Red,top,JD Gaming,2238,0,1,3,1,8,22,0.2145,0.8043,13450,360.5898,698.4182,12,0.3217,6,0.1609,3,37,0.992,16413,11572,310.2413,15044,12
10661-10661_game_2,partial,DCup,2023,0,01/01/2024 09:44,2,13.24,7,Red,jng,JD Gaming,2238,0,1,5,4,8,22,0.2145,0.8043,8919,239.1153,952.3324,28,0.7507,5,0.134,17,50,1.3405,11280,6439,172.6273,11020,174
10661-10661_game_2,partial,DCup,2023,0,01/01/2024 09:44,2,13.24,8,Red,mid,JD Gaming,2238,0,2,4,2,8,22,0.2145,0.8043,14966,401.2332,450.7507,23,0.6166,10,0.2681,8,54,1.4477,14817,9976,267.4531,14229,0
10661-10661_game_2,partial,DCup,2023,0,01/01/2024 09:44,2,13.24,9,Red,bot,JD Gaming,2238,0,4,4,2,8,22,0.2145,0.8043,23636,633.6729,543.941,20,0.5362,14,0.3753,9,54,1.4477,16925,12084,323.9678,15964,60
10661-10661_game_2,partial,DCup,2023,0,01/01/2024 09:44,2,13.24,10,Red,sup,JD Gaming,2238,0,0,6,6,8,22,0.2145,0.8043,6131,164.37,672.4665,82,2.1984,10,0.2681,26,130,3.4853,8092,3251,87.1582,7740,0
10661-10661_game_2,partial,DCup,2023,0,01/01/2024 09:44,2,13.24,100,Blue,team,Top Esports,2238,1,22,8,47,22,8,0.5898,0.8043,97075,2602.5469,2576.7828,117,3.1367,82,2.1984,44,351,9.4102,74324,50118,1343.6461,69051,195
10661-10661_game_2,partial,DCup,2023,0,01/01/2024 09:44,2,13.24,200,Red,team,JD Gaming,2238,0,8,22,15,8,22,0.2145,0.8043,67102,1798.9812,3317.9088,165,4.4236,45,1.2064,63,324,8.6863,67527,43321,1161.4209,63997,246
10661-10661_game_3,partial,DCup,2023,0,01/01/2024 10:45,3,13.24,1,Blue,top,JD Gaming,2156,1,11,1,12,27,9,0.7514,1.0019,33012,918.7013,855.0557,17,0.4731,8,0.2226,4,43,1.1967,16650,11976,333.2839,14604,8
10661-10661_game_3,partial,DCup,2023,0,01/01/2024 10:45,3,13.24,2,Blue,jng,JD Gaming,2156,1,8,3,13,27,9,0.7514,1.0019,19098,531.4842,1155.9184,24,0.6679,7,0.1948,13,51,1.4193,14077,9403,261.679,12259,192
10661-10661_game_3,partial,DCup,2023,0,01/01/2024 10:45,3,13.24,3,Blue,mid,JD Gaming,2156,1,5,2,16,27,9,0.7514,1.0019,24222,674.0816,519.1837,11,0.3061,10,0.2783,6,41,1.141,13425,8751,243.5343,12480,4
10661-10661_game_3,partial,DCup,2023,0,01/01/2024 10:45,3,13.24,4,Blue,bot,JD Gaming,2156,1,3,1,13,27,9,0.7514,1.0019,30510,849.0724,437.1707,19,0.5288,33,0.9184,7,80,2.2263,17880,13206,367.5139,15459,44
10661-10661_game_3,partial,DCup,2023,0,01/01/2024 10:45,3,13.24,5,Blue,sup,JD Gaming,2156,1,0,2,23,27,9,0.7514,1.0019,8925,248.3766,340.6308,76,2.115,8,0.2226,20,111,3.0891,8336,3662,101.9109,7225,0
10661-10661_game_3,partial,DCup,2023,0,01/01/2024 10:45,3,13.24,6,Red,top,Top Esports,2156,0,1,6,3,9,27,0.2505,1.0019,19858,552.6345,1179.8516,17,0.4731,1,0.0278,9,38,1.0575,13745,9071,252.4397,13189,32
10661-10661_game_3,partial,DCup,2023,0,01/01/2024 10:45,3,13.24,7,Red,jng,Top Esports,2156,0,3,6,4,9,27,0.2505,1.0019,14563,405.2783,972.6345,25,0.6957,10,0.2783,17,64,1.7811,12396,7722,214.898,12195,188
10661-10661_game_3,partial,DCup,2023,0,01/01/2024 10:45,3,13.24,8,Red,mid,Top Esports,2156,0,4,5,4,9,27,0.2505,1.0019,23689,659.2486,513.7013,21,0.5844,1,0.0278,9,30,0.8349,13831,9157,254.833,13304,4
10661-10661_game_3,partial,DCup,2023,0,01/01/2024 10:45,3,13.24,9,Red,bot,Top Esports,2156,0,0,6,8,9,27,0.2505,1.0019,15843,440.8998,541.7811,44,1.2245,45,1.2523,13,156,4.3414,10804,6130,170.5937,9940,7
10661-10661_game_3,partial,DCup,2023,0,01/01/2024 10:45,3,13.24,10,Red,sup,Top Esports,2156,0,1,4,5,9,27,0.2505,1.0019,8118,225.9184,796.5584,26,0.7236,6,0.167,13,41,1.141,11011,6337,176.3544,10445,0
10661-10661_game_3,partial,DCup,2023,0,01/01/2024 10:45,3,13.24,100,Blue,team,JD Gaming,2156,1,27,9,77,27,9,0.7514,1.0019,115767,3221.7161,3308.0148,147,4.0909,66,1.8367,50,326,9.0724,70368,46999,1307.9499,62027,248
10661-10661_game_3,partial,DCup,2023,0,01/01/2024 10:45,3,13.24,200,Red,team,Top Esports,2156,0,9,27,24,9,27,0.2505,1.0019,82070,2283.9518,4004.5269,133,3.7013,63,1.7532,61,329,9.1558,61787,38418,1069.1466,59073,232
10661-10661_game_4,partial,DCup,2023,0,01/01/2024 11:40,4,13.24,1,Blue,top,Top Esports,1620,1,4,1,6,17,3,0.6296,0.7407,21153,783.4444,867.1852,11,0.4074,1,0.037,1,18,0.6667,12250,8670,321.1111,10640,12
10661-10661_game_4,partial,DCup,2023,0,01/01/2024 11:40,4,13.24,2,Blue,jng,Top Esports,1620,1,5,1,9,17,3,0.6296,0.7407,9675,358.3333,862.3333,10,0.3704,9,0.3333,8,39,1.4444,11122,7542,279.3333,9644,146
10661-10661_game_4,partial,DCup,2023,0,01/01/2024 11:40,4,13.24,3,Blue,mid,Top Esports,1620,1,5,0,3,17,3,0.6296,0.7407,18401,681.5185,690.963,11,0.4074,6,0.2222,2,25,0.9259,13003,9423,349.0,11240,0
10661-10661_game_4,partial,DCup,2023,0,01/01/2024 11:40,4,13.24,4,Blue,bot,Top Esports,1620,1,3,1,6,17,3,0.6296,0.7407,16537,612.4815,446.0,8,0.2963,10,0.3704,0,26,0.963,12351,8771,324.8519,9890,4
10661-10661_game_4,partial,DCup,2023,0,01/01/2024 11:40,4,13.24,5,Blue,sup,Top Esports,1620,1,0,0,11,17,3,0.6296,0.7407,6860,254.0741,196.7778,43,1.5926,8,0.2963,11,82,3.037,7030,3450,127.7778,5950,0
10661-10661_game_4,partial,DCup,2023,0,01/01/2024 11:40,4,13.24,6,Red,top,JD Gaming,1620,0,2,4,1,3,17,0.1111,0.7407,15513,574.5556,1111.6296,8,0.2963,1,0.037,3,22,0.8148,10013,6433,238.2593,9470,0
10661-10661_game_4,partial,DCup,2023,0,01/01/2024 11:40,4,13.24,7,Red,jng,JD Gaming,1620,0,0,3,2,3,17,0.1111,0.7407,9010,333.7037,814.3333,11,0.4074,3,0.1111,11,26,0.963,7239,3659,135.5185,6890,134
10661-10661_game_4,partial,DCup,2023,0,01/01/2024 11:40,4,13.24,8,Red,mid,JD Gaming,1620,0,1,4,2,3,17,0.1111,0.7407,12187,451.3704,531.4444,8,0.2963,5,0.1852,3,23,0.8519,9001,5421,200.7778,8180,3
10661-10661_game_4,partial,DCup,2023,0,01/01/2024 11:40,4,13.24,9,Red,bot,JD Gaming,1620,0,0,3,2,3,17,0.1111,0.7407,10866,402.4444,439.9259,13,0.4815,10,0.3704,7,33,1.2222,9982,6402,237.1111,9715,16
10661-10661_game_4,partial,DCup,2023,0,01/01/2024 11:40,4,13.24,10,Red,sup,JD Gaming,1620,0,0,3,2,3,17,0.1111,0.7407,4239,157.0,388.7407,37,1.3704,8,0.2963,9,66,2.4444,5369,1789,66.2593,5025,0
10661-10661_game_4,partial,DCup,2023,0,01/01/2024 11:40,4,13.24,100,Blue,team,Top Esports,1620,1,17,3,35,17,3,0.6296,0.7407,72627,2689.8889,3063.2593,83,3.0741,34,1.2593,22,191,7.0741,55756,37854,1402.0,47364,162
10661-10661_game_4,partial,DCup,2023,0,01/01/2024 11:40,4,13.24,200,Red,team,JD Gaming,1620,0,3,17,9,3,17,0.1111,0.7407,51816,1919.1111,3286.0741,77,2.8519,27,1.0,33,169,6.2593,41604,23702,877.8519,39280,153
10661-10661_game_5,partial,DCup,2023,0,01/01/2024 12:24,5,13.24,1,Blue,top,JD Gaming,2408,1,3,4,9,22,14,0.5482,0.897,25488,635.0831,933.7874,25,0.6229,7,0.1744,10,57,1.4203,15983,10795,268.9784,15194,13
10661-10661_game_5,partial,DCup,2023,0,01/01/2024 12:24,5,13.24,2,Blue,jng,JD Gaming,2408,1,3,3,8,22,14,0.5482,0.897,16965,422.7159,1311.902,17,0.4236,16,0.3987,15,68,1.6944,13761,8573,213.613,12181,185
10661-10661_game_5,partial,DCup,2023,0,01/01/2024 12:24,5,13.24,3,Blue,mid,JD Gaming,2408,1,5,2,7,22,14,0.5482,0.897,29529,735.7724,555.6728,23,0.5731,10,0.2492,8,52,1.2957,15875,10687,266.2874,14588,30
10661-10661_game_5,partial,DCup,2023,0,01/01/2024 12:24,5,13.24,4,Blue,bot,JD Gaming,2408,1,10,2,3,22,14,0.5482,0.897,36289,904.211,527.5415,19,0.4734,29,0.7226,4,81,2.0183,22137,16949,422.3173,19729,20
10661-10661_game_5,partial,DCup,2023,0,01/01/2024 12:24,5,13.24,5,Blue,sup,JD Gaming,2408,1,1,3,17,22,14,0.5482,0.897,13550,337.6246,469.809,86,2.1429,4,0.0997,26,123,3.0648,10467,5279,131.5365,9605,0
10661-10661_game_5,partial,DCup,2023,0,01/01/2024 12:24,5,13.24,6,Red,top,Top Esports,2408,0,3,6,6,14,23,0.3488,0.897,27135,676.1213,792.5581,16,0.3987,4,0.0997,9,46,1.1462,14470,9282,231.2791,14169,4
10661-10661_game_5,partial,DCup,2023,0,01/01/2024 12:24,5,13.24,7,Red,jng,Top Esports,2408,0,3,3,6,14,23,0.3488,0.897,17496,435.9468,1095.8223,28,0.6977,12,0.299,16,73,1.8189,14912,9724,242.2924,13154,197
10661-10661_game_5,partial,DCup,2023,0,01/01/2024 12:24,5,13.24,8,Red,mid,Top Esports,2408,0,2,7,4,14,23,0.3488,0.897,17443,434.6262,964.1113,21,0.5233,11,0.2741,10,57,1.4203,14983,9795,244.0615,14489,16
10661-10661_game_5,partial,DCup,2023,0,01/01/2024 12:24,5,13.24,9,Red,bot,Top Esports,2408,0,6,4,7,14,23,0.3488,0.897,40386,1006.2957,683.8455,14,0.3488,21,0.5233,6,69,1.7193,19828,14640,364.7841,18644,22
10661-10661_game_5,partial,DCup,2023,0,01/01/2024 12:24,5,13.24,10,Red,sup,Top Esports,2408,0,0,3,13,14,23,0.3488,0.897,6394,159.3189,381.1296,64,1.5947,10,0.2492,21,115,2.8654,9591,4403,109.7093,9065,4
